score_phrase,title,score,genre,editors_choice,release_year,release_month,release_day
Great,Far Gate,8.0,Strategy,N,2001,9,12
Good,LEGO Racers 2,7.8,Racing,N,2001,9,12
Okay,Casper: Spirit Dimensions,6.0,Adventure,N,2001,10,1
Good,Zax: The Alien Hunter,7.7,Action,N,2001,9,28
Good,Jurassic Park III: Park Builder,7.0,Simulation,N,2001,9,27
Great,Spider-Man: Mysterio's Menace,8.5,Action,N,2001,9,27
Good,Monster Rancher 3,7.9,Battle,N,2001,9,27
Amazing,Klonoa: Empire of Dreams,9.0,Platformer,Y,2001,9,27
Mediocre,Tang Tang,5.0,Puzzle,N,2001,9,27
Amazing,Advance Wars,9.9,Strategy,Y,2001,9,10
Mediocre,Remote Assault,5.3,Strategy,N,2001,9,7
Mediocre,NFL QB Club 2002,5.8,Sports,N,2001,9,7
Good,Gallop Racer 2001,7.9,Simulation,N,2001,9,5
Great,Dave Mirra Freestyle BMX 2,8.0,Sports,N,2001,9,4
Amazing,ICO,9.4,Adventure,Y,2001,9,25
Good,NHL Hitz 20-02,7.6,"Sports, Action",N,2001,9,25
Great,Batman Vengeance,8.0,Action,N,2001,10,17
Good,Trouballs,7.0,Puzzle,N,2001,10,17
Okay,Zoo Tycoon [2001],6.9,Simulation,N,2001,10,17
Great,Kinetica,8.0,Racing,N,2001,10,16
Amazing,Devil May Cry,9.6,"Action, Adventure",Y,2001,10,16
Amazing,Project Eden,9.0,"Action, Adventure",Y,2001,10,16
Great,NASCAR Thunder 2002,8.3,Racing,N,2001,10,16
Good,Rails Across America,7.5,Strategy,N,2001,10,15
Good,OKAGE: Shadow King,7.2,RPG,N,2001,10,15
Painful,Paris-Dakar Rally,2.5,Racing,N,2001,10,15
Bad,Yanya Caballista: City Skater,4.0,Sports,N,2001,10,15
Great,Victorious Boxers: Ippo's Road to Glory,8.6,Sports,Y,2001,11,7
Great,Splashdown,8.8,Racing,Y,2001,11,6
Bad,Bionicle: Tales of the Tohunga,4.5,Adventure,N,2001,11,6
Okay,Cel Damage,6.5,Action,N,2001,11,6
Good,NBA Live 2002,7.6,Sports,N,2001,11,1
Great,Super Street Fighter II Turbo Revival,8.0,Fighting,N,2001,11,1
Good,Magic & Mayhem 2: The Art of Magic,7.8,Strategy,N,2001,10,31
Okay,MX Rider,6.2,Simulation,N,2001,10,31
Great,Smuggler's Run 2: Hostile Territory,8.7,Racing,Y,2001,10,31
Mediocre,Tetris Worlds,5.5,Puzzle,N,2001,10,12
Good,Heavy Metal: Geomatrix,7.5,Shooter,N,2001,10,11
Mediocre,Sports Illustrated for Kids: Football,5.0,Sports,N,2001,10,10
Great,Command & Conquer: Yuri's Revenge -- Red Alert 2 Expansion,8.6,Strategy,Y,2001,10,9
Good,F1 2001,7.8,"Racing, Simulation",N,2001,10,8
Good,Formula One 2001,7.0,Racing,N,2001,10,8
Amazing,Commandos 2: Men of Courage,9.0,Strategy,Y,2001,10,8
Great,Aliens vs. Predator 2,8.2,Shooter,N,2001,11,6
Great,Capcom vs. SNK 2: Mark of the Millennium 2001,8.4,Fighting,N,2001,11,6
Amazing,SSX Tricky,9.4,Sports,Y,2001,11,6
Bad,Mystery of the Druids,4.5,Adventure,N,2001,11,6
Great,4x4 Evo 2,8.4,Racing,N,2001,11,5
Great,Burnout,8.6,Racing,Y,2001,11,2
Amazing,Dark Age of Camelot,9.0,RPG,Y,2001,11,2
Good,Sunny Garcia Surfing,7.0,Sports,N,2001,10,30
Mediocre,Top Gun: Combat Zones,5.9,"Flight, Action",N,2001,10,30
Amazing,Tony Hawk's Pro Skater 3,9.7,Sports,Y,2001,10,30
Amazing,Sid Meier's Civilization III,9.3,Strategy,Y,2001,10,29
Amazing,Tennis 2K2,9.6,Sports,Y,2001,10,29
Mediocre,Spider-Man 2: Enter Electro,5.5,Action,N,2001,10,29
Okay,BASS Strike,6.2,Hunting,N,2001,10,5
Awful,Arctic Thunder,3.0,Racing,N,2001,10,5
Good,X-Men: Reign of Apocalypse,7.0,Action,N,2001,10,4
Amazing,NBA 2K2,9.4,Sports,Y,2001,11,2
Great,FIFA Soccer 2002,8.5,Sports,Y,2001,11,2
Amazing,Soul Reaver 2: Legacy of Kain,9.0,"Action, Adventure",Y,2001,11,2
Bad,BackTrack,4.0,Shooter,N,2001,11,1
Amazing,Dragon Warrior Monsters 2: Tara's Adventure,9.0,RPG,Y,2001,11,1
Good,Crash Bandicoot: The Wrath of Cortex,7.4,Platformer,N,2001,11,1
Okay,Pool of Radiance: Ruins of Myth Drannor,6.0,RPG,N,2001,10,26
Great,Looney Tunes: Sheep Raider,8.0,Platformer,N,2001,10,26
Great,Stronghold,8.7,Strategy,Y,2001,10,26
Okay,WWF With Authority!,6.8,Card,N,2001,10,25
Mediocre,Supercar Street Challenge,5.7,Racing,N,2001,10,24
Bad,Real War,4.8,Strategy,N,2001,10,24
Good,Castlevania Chronicles,7.8,Action,N,2001,10,24
Great,MechWarrior 4: Black Knight,8.6,"Action, Simulation",Y,2001,11,1
Amazing,Dragon Warrior Monsters 2: Cobi's Journey,9.0,RPG,Y,2001,11,1
Okay,F-14 Tomcat,6.0,Simulation,N,2001,11,1
Okay,Power Rangers Time Force,6.0,Action,N,2001,11,1
Amazing,Ace Combat 4: Shattered Skies,9.1,"Flight, Action",Y,2001,10,23
Amazing,Toki Tori,9.0,"Puzzle, Action",Y,2001,10,23
Great,Boxing Fever,8.5,Sports,Y,2001,10,23
Amazing,Grand Theft Auto III,9.6,"Action, Adventure",Y,2001,10,22
Awful,The Weakest Link,3.5,Puzzle,N,2001,10,22
Good,Thunderstrike: Operation Phoenix,7.0,"Flight, Action",N,2001,10,22
Bad,Planet of the Apes,4.0,Action,N,2001,10,18
Amazing,Dead or Alive 3,9.4,Fighting,Y,2001,11,12
Painful,Driven,2.0,Racing,N,2001,11,12
Good,James Bond 007: Agent Under Fire,7.9,Shooter,N,2001,11,12
Awful,Shaun Palmer's Pro Snowboarder,3.0,Sports,N,2001,11,12
Good,NFL Fever 2002,7.9,Sports,N,2001,11,12
Amazing,Golden Sun,9.7,RPG,Y,2001,11,9
Good,Oddworld: Munch's Oddysee,7.4,Adventure,N,2001,11,9
Great,Harry Potter and the Sorcerer's Stone,8.0,Adventure,N,2001,11,9
Amazing,Tom Clancy's Ghost Recon,9.3,Action,Y,2001,11,9
Great,Mega Man Battle Network,8.5,RPG,N,2001,11,9
Great,Project Gotham Racing,8.8,Racing,Y,2001,11,9
Amazing,Halo: Combat Evolved,9.7,Shooter,Y,2001,11,9
Okay,Dexter's Laboratory: Deesaster Strikes,6.5,Action,N,2001,11,9
Great,Fuzion Frenzy,8.3,Party,N,2001,11,8
Great,Myth III: The Wolf Age,8.7,Strategy,Y,2001,11,8
Amazing,Microsoft Flight Simulator 2002,9.0,"Flight, Simulation",Y,2001,11,7
Good,"Monsters, Inc. Scream Team",7.5,Platformer,N,2001,11,7
Great,Super Monkey Ball,8.3,"Puzzle, Action",N,2001,11,16
Good,Luigi's Mansion,7.0,Adventure,N,2001,11,16
Amazing,Star Wars Rogue Squadron II: Rogue Leader,9.1,"Flight, Action",Y,2001,11,16
Great,Asheron's Call: Dark Majesty,8.4,RPG,N,2001,11,16
Great,Spyro the Dragon: Season of Ice,8.0,Action,N,2001,11,16
Good,Motor City Online,7.9,Racing,N,2001,11,16
Amazing,Metal Gear Solid 2: Sons of Liberty,9.7,Action,Y,2001,11,16
Mediocre,Stunt GP,5.0,Racing,N,2001,11,16
Bad,Soldier of Fortune (Gold Edition),4.5,Shooter,N,2001,11,14
Good,Silent Hunter II,7.8,Simulation,N,2001,11,14
Good,Jumpgate: The Reconstruction Initiative,7.8,Simulation,N,2001,11,14
Good,Dark Summit,7.9,Sports,N,2001,11,14
Mediocre,18-Wheeler: American Pro Trucker,5.5,Racing,N,2001,11,14
Good,Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn,7.0,Action,N,2001,11,13
Good,Ultimate Ride,7.8,Simulation,N,2001,11,13
Good,Tony Hawk's Pro Skater 2x,7.5,Sports,N,2001,11,13
Okay,AirForce Delta Storm,6.2,Action,N,2001,11,13
Good,Vampire Night,7.3,Shooter,N,2001,11,13
Awful,Ms. Pac-Man: Quest for the Golden Maze,3.0,Platformer,N,2001,11,12
Great,Harvest Moon: Save the Homeland,8.8,RPG,Y,2001,11,20
Good,Mad Dash Racing,7.7,"Racing, Action",N,2001,11,20
Amazing,Bomberman Online,9.0,Action,Y,2001,11,20
Amazing,Europa Universalis II,9.0,Strategy,Y,2001,11,20
Okay,World War III: Black Gold,6.2,Strategy,N,2001,11,20
Amazing,Wario Land 4,9.0,RPG,Y,2001,11,20
Great,Star Wars Galactic Battlegrounds,8.0,Strategy,N,2001,11,19
Mediocre,ESPN NFL Prime Time 2002,5.8,Sports,N,2001,11,19
Good,WWF SmackDown! Just Bring It,7.8,Wrestling,N,2001,11,19
Painful,Tokimeki Check In!,2.0,Simulation,N,2001,11,19
Mediocre,Road to India: Between Hell and Nirvana,5.2,Adventure,N,2001,11,19
Mediocre,Shrek,5.6,Action,N,2001,11,19
Good,AquaNox,7.0,Action,N,2001,11,19
Awful,Scooby-Doo and the Cyber Chase,3.5,Action,N,2001,11,16
Amazing,Wave Race: Blue Storm,9.2,Racing,Y,2001,11,16
Great,Etherlords,8.1,Strategy,N,2001,12,5
Mediocre,Larry Ragland's 4x4 Challenge,5.0,Racing,N,2001,12,4
Amazing,Jak and Daxter: The Precursor Legacy,9.4,Platformer,Y,2001,12,4
Great,Kohan: Ahriman's Gift,8.3,Strategy,N,2001,12,4
Okay,Conflict Zone: Modern War Strategy,6.7,Strategy,N,2001,12,3
Good,Star Trek: Armada II,7.4,Action,N,2001,12,3
Amazing,Baldur's Gate: Dark Alliance,9.4,"Action, RPG",Y,2001,12,3
Mediocre,Hot Wheels: Extreme Racing,5.0,Racing,N,2001,12,3
Okay,NFL GameDay 2002,6.0,Sports,N,2001,12,3
Amazing,Pikmin,9.1,Strategy,Y,2001,12,3
Amazing,Super Smash Bros. Melee,9.6,Fighting,Y,2001,12,3
Great,Trade Empires,8.3,Strategy,N,2001,11,30
Awful,Schizm: Mysterious Journey,3.0,Adventure,N,2001,11,30
Amazing,Ecks vs. Sever,9.0,Shooter,Y,2001,11,30
Painful,Diva Starz: Mall Mania,2.0,Action,N,2001,11,30
Bad,ESPN Great Outdoor Games: Bass 2002,4.0,Hunting,N,2001,11,30
Amazing,Return to Castle Wolfenstein,9.0,Shooter,Y,2001,11,30
Good,Gradius Galaxies,7.5,Action,N,2001,11,28
Good,Dokapon: Monster Hunter,7.5,RPG,N,2001,11,28
Great,IL-2 Sturmovik,8.3,Simulation,N,2001,11,28
Okay,NCAA Final Four 2002,6.0,Sports,N,2001,11,28
Good,Jackie Chan Adventures: Legend of the Dark Hand,7.0,Action,N,2001,11,30
Awful,Frogger: The Great Quest,3.0,Action,N,2001,11,30
Okay,Takeda,6.5,Strategy,N,2001,11,29
Great,Empire Earth,8.5,Strategy,Y,2001,11,29
Painful,The Powerpuff Girls: Chemical X-Traction,2.0,Action,N,2001,11,29
Bad,Twisted Metal: Small Brawl,4.5,Action,N,2001,11,28
Great,Dynasty Warriors 3,8.5,Action,Y,2001,11,28
Mediocre,The Simpsons Road Rage,5.1,"Racing, Action",N,2001,11,27
Okay,Deadly Dozen,6.4,Shooter,N,2001,11,27
Great,Dragon Warrior VII,8.7,RPG,Y,2001,11,27
Good,Wave Rally,7.1,Sports,N,2001,11,27
Good,Syphon Filter 3,7.5,Shooter,N,2001,11,27
Great,Comanche 4,8.6,Action,N,2001,11,26
Bad,Jeremy McGrath Supercross World,4.9,Sports,N,2001,11,26
Amazing,Frequency,9.0,"Music, Action",Y,2001,11,26
Great,Amped: Freestyle Snowboarding,8.5,Sports,Y,2001,11,21
Great,Battle Realms,8.7,Strategy,Y,2001,11,21
Great,TransWorld Surf,8.8,Sports,Y,2001,11,21
Amazing,Fatal Fury: Mark of The Wolves,9.0,Fighting,Y,2001,12,11
Okay,Soccer America International Cup,6.0,Sports,N,2001,12,10
Great,Beyond Atlantis II: The New World,8.3,Adventure,N,2001,12,10
Good,Patrician II: Quest for Power,7.9,Strategy,N,2001,12,10
Okay,Dragon Rage,6.2,Shooter,N,2001,12,10
Good,Wizardry: Tale of the Forsaken Land,7.2,RPG,N,2001,12,21
Mediocre,Shadow Hearts,5.5,RPG,N,2001,12,20
Bad,The Legend of Alon D'ar,4.3,RPG,N,2001,12,20
Good,Harvest Moon GBC 3,7.0,Simulation,N,2002,1,15
Great,Tsugunai: Atonement,8.4,RPG,N,2001,12,10
Okay,Azurik: Rise of Perathia,6.5,"Action, Adventure",N,2001,12,7
Awful,No Rules: Get Phat,3.0,Action,N,2001,12,7
Great,American Bass Challenge,8.0,Hunting,N,2001,12,7
Okay,S.W.I.N.E.,6.5,Action,N,2001,12,7
Okay,Monster Rancher Advance,6.5,Strategy,N,2001,12,7
Great,Drakan: The Ancients' Gates,8.1,"Action, Adventure",N,2002,2,1
Painful,Salt Lake 2002,2.0,Sports,N,2002,1,31
Great,Genma Onimusha,8.3,"Action, Adventure",N,2002,1,30
Great,Tekken Advance,8.5,Action,Y,2002,1,30
Great,EverQuest: Shadows of Luclin,8.5,RPG,Y,2001,12,19
Great,Frank Herbert's Dune,8.2,Adventure,N,2001,12,19
Mediocre,Combat,5.0,Action,N,2001,12,18
Amazing,Final Fantasy X,9.5,RPG,Y,2001,12,18
Okay,Casino Tycoon,6.2,Strategy,N,2001,12,17
Good,Nightcaster,7.3,Action,N,2001,12,14
Mediocre,NCAA March Madness 2002,5.0,Sports,N,2002,1,10
Painful,Mortal Kombat Advance,2.0,Fighting,N,2002,1,10
Okay,Backyard Basketball 2004,6.5,Sports,N,2002,1,10
Awful,Universal Studios Theme Park Adventure,3.0,Action,N,2002,1,10
Great,The Sims: Hot Date,8.4,Simulation,N,2001,12,6
Good,Star Wars Starfighter: Special Edition,7.8,"Flight, Action",N,2001,12,5
Great,Dark Arena,8.0,Action,N,2002,1,30
Good,AirBlade,7.7,Sports,N,2002,1,29
Great,SimGolf,8.5,Sports,Y,2002,1,29
Great,Disciples II: Dark Prophecy,8.6,Strategy,Y,2002,1,28
Awful,Demon World: Dark Armies,3.0,Strategy,N,2002,1,28
Great,Baseball Mogul 2002,8.7,"Sports, Simulation",Y,2002,1,25
Bad,Car Tycoon,4.2,Strategy,N,2002,1,25
Awful,WWF Road to Wrestlemania,3.0,Wrestling,N,2002,1,24
Good,Ballistics,7.2,"Racing, Action",N,2001,12,14
Okay,Dig Dug Deeper,6.5,Action,N,2001,12,14
Good,Wizardry VIII,7.5,RPG,N,2001,12,14
Painful,Survivor: The Interactive Game,2.4,Action,N,2001,12,13
Great,Rampage: Puzzle Attack,8.5,Puzzle,Y,2001,12,13
Good,Darkened Skye,7.0,"Action, Adventure",N,2002,2,14
Great,High Heat Major League Baseball 2003,8.8,Sports,Y,2002,2,14
Amazing,Maximo: Ghosts to Glory,9.2,"Action, Adventure",Y,2002,2,13
Okay,Clusterball,6.8,"Sports, Action",N,2002,1,8
Great,Rez,8.5,Music,Y,2002,1,8
Amazing,Headhunter,9.0,Action,Y,2002,1,7
Good,Battlecruiser Millennium,7.2,Simulation,N,2002,1,7
Great,Silent Hill 2: Restless Dreams,8.2,Adventure,Y,2002,1,4
Okay,The Powerpuff Girls: Mojo Jojo A-Go-Go!,6.5,Action,N,2002,1,24
Great,NBA Inside Drive 2002,8.7,Sports,Y,2002,1,24
Bad,Star Wars: Jedi Power Battles,4.0,Action,N,2002,1,24
Good,NBA Courtside 2002,7.5,Sports,N,2002,1,23
Okay,Mobile Suit Gundam: Zeonic Front,6.5,Strategy,N,2002,1,23
Good,Black & White: Creature Isle,7.9,Simulation,N,2002,1,22
Okay,Cruis'n Velocity,6.0,Racing,N,2001,12,13
Awful,Midway's Greatest Arcade Hits,3.5,"Action, Compilation",N,2001,12,13
Great,Frogger's Adventure: Temple of the Frog,8.0,Platformer,N,2001,12,13
Good,Lineage: The Blood Pledge,7.8,RPG,N,2001,12,12
Bad,Legends of Wrestling,4.9,Wrestling,N,2001,12,12
Okay,Tennis Masters Series,6.5,Sports,N,2001,12,11
Okay,Prehistorik Man,6.0,Platformer,N,2002,2,13
Amazing,NHL 2K2,9.2,Sports,Y,2002,2,12
Bad,Mall Tycoon,4.7,Simulation,N,2002,2,12
Amazing,Super Mario Advance 2: Super Mario World,9.3,Platformer,Y,2002,2,11
Mediocre,ESPN International Winter Sports 2002,5.5,Sports,N,2002,2,11
Okay,Sonic Adventure 2: Battle,6.9,Platformer,N,2002,2,8
Okay,Fighting Legends,6.5,"Fighting, Action",N,2002,1,3
Great,Blood Wake,8.4,Action,N,2002,1,3
Great,Mega Man X6,8.0,Action,N,2002,1,2
Mediocre,Star Wars: Obi-Wan,5.9,Action,N,2002,1,2
Good,Jade Cocoon 2,7.9,RPG,N,2001,12,28
Good,Parappa The Rapper 2,7.0,Music,N,2002,1,22
Bad,Original War,4.5,Strategy,N,2002,1,22
Bad,Hoshigami: Ruining Blue Earth,4.0,Strategy,N,2002,1,22
Amazing,Medal of Honor: Allied Assault,9.3,Shooter,Y,2002,1,18
Amazing,Trevor Chan's Capitalism II,9.0,Simulation,Y,2002,1,16
Amazing,WWF Raw [2002],9.1,Wrestling,Y,2002,2,8
Great,Hot Wheels: Burnin' Rubber,8.0,Racing,N,2002,2,7
Awful,Jonny Moseley Mad Trix,3.0,Sports,N,2002,2,7
Painful,GoDai Elemental Force,2.5,Action,N,2002,2,7
Okay,Donald Duck Advance,6.5,Action,N,2002,2,7
Amazing,Wreckless: The Yakuza Missions,9.0,Racing,Y,2002,2,6
Great,World Tour Soccer 2002,8.1,Sports,N,2002,2,27
Awful,Circus Maximus: Chariot Wars,3.8,Racing,N,2002,2,26
Mediocre,ESPN NBA 2Night 2002,5.7,Sports,N,2002,2,26
Great,Hot Shots Golf 3,8.0,"Sports, Action",N,2002,3,8
Painful,NBA Jam 2002,2.0,"Sports, Action",N,2002,3,7
Great,Fighter Ace III,8.2,Simulation,N,2002,3,7
Great,NASCAR Racing 2002 Season,8.9,Racing,Y,2002,3,7
Amazing,Serious Sam: The Second Encounter,9.2,Shooter,Y,2002,2,6
Good,Forever Kingdom,7.0,RPG,N,2002,2,6
Amazing,Sonic Advance,9.1,Platformer,Y,2002,2,5
Great,Doubutsu no Mori,8.6,Adventure,Y,2002,2,26
Good,Pirates: The Legend of Black Kat,7.3,"Action, Adventure",N,2002,2,25
Good,Columns Crown,7.2,Puzzle,N,2002,2,25
Great,Gitaroo-Man,8.5,"Music, Action",Y,2002,2,25
Great,Star Wars Racer Revenge,8.4,Racing,N,2002,2,22
Amazing,Jet Set Radio Future,9.1,Action,Y,2002,2,22
Good,Pac-Man World 2,7.0,Platformer,N,2002,3,7
Okay,Moto Racer 3,6.9,Racing,N,2002,3,6
Awful,Eve of Extinction,3.5,Action,N,2002,3,6
Okay,Zone of the Enders: The Fist of Mars,6.3,Action,N,2002,3,5
Mediocre,Peter Pan in Disney's Return to Never Land,5.3,Platformer,N,2002,3,18
Okay,Home Run King,6.2,Sports,N,2002,3,15
Amazing,Star Trek: Bridge Commander,9.0,Simulation,Y,2002,2,22
Great,UFC: Tapout,8.3,Fighting,N,2002,2,21
Good,ESPN Winter X Games Snowboarding 2002,7.2,"Sports, Racing",N,2002,2,21
Good,Breath of Fire,7.6,RPG,N,2002,2,20
Mediocre,New Legends,5.5,Action,N,2002,2,20
Great,Tiger Woods PGA Tour 2002,8.2,Sports,N,2002,2,19
Good,MotoGP 2,7.8,Racing,N,2002,2,19
Good,Fatal Frame,7.9,Adventure,N,2002,3,5
Mediocre,Destroyer Command,5.6,Simulation,N,2002,3,5
Great,Knockout Kings 2002,8.8,Sports,Y,2002,3,5
Unbearable,American Hunting Volume 1: Varmint Hunter,1.2,Hunting,N,2002,3,5
Good,Command & Conquer Renegade,7.4,Action,N,2002,3,4
Great,SEGA Soccer Slam,8.2,"Sports, Action",N,2002,3,15
Amazing,GunValkyrie,9.0,Action,Y,2002,3,15
Okay,Mad Maestro,6.5,"Music, Action",N,2002,3,14
Good,Bloody Roar: Primal Fury,7.7,Fighting,N,2002,3,14
Good,Mister Mosquito,7.5,Action,N,2002,3,14
Good,Hunting Unlimited,7.5,Action,N,2002,2,19
Great,State of Emergency,8.3,Action,N,2002,2,15
Painful,Jekyll & Hyde [2001],2.7,"Action, Adventure",N,2002,2,15
Awful,Smashing Drive,3.4,"Racing, Action",N,2002,2,14
Great,Tropico: Paradise Island,8.5,Simulation,Y,2002,2,14
Amazing,Crash Bandicoot: The Huge Adventure,9.0,Platformer,Y,2002,3,1
Great,All-Star Baseball 2003,8.9,Sports,Y,2002,3,1
Amazing,RalliSport Challenge,9.2,Racing,Y,2002,2,28
Good,Dark Planet: Battle for Natrolis,7.5,Strategy,N,2002,3,14
Good,Diggles: The Myth of Fenris,7.2,Strategy,N,2002,3,13
Good,Herdy Gerdy,7.5,Adventure,N,2002,3,13
Mediocre,Triple Play 2002,5.9,Sports,N,2002,3,12
Great,Warlords Battlecry II,8.5,Strategy,Y,2002,3,12
Amazing,Star Wars Jedi Starfighter,9.0,"Flight, Action",Y,2002,3,11
Good,Shadow Man: 2econd Coming,7.7,"Action, Adventure",N,2002,3,11
Okay,Army Men: Operation Green,6.2,Action,N,2002,3,11
Good,World of Outlaws: Sprint Cars 2002,7.3,Racing,N,2002,4,3
Good,Blood Omen 2: Legacy of Kain,7.1,"Action, Adventure",N,2002,4,3
Okay,MotoGP [2002],6.9,Racing,N,2002,4,2
Mediocre,Army Men: RTS,5.4,Strategy,N,2002,4,1
Amazing,Star Wars Jedi Knight II: Jedi Outcast,9.0,Action,Y,2002,4,1
Great,Smash Court Tennis Pro Tournament,8.0,Sports,N,2002,3,29
Great,Tom Clancy's Ghost Recon: Desert Siege,8.6,Shooter,Y,2002,3,29
Okay,King's Field: The Ancient City,6.6,RPG,N,2002,3,27
Awful,Shrek Swamp Kart Speedway,3.0,Racing,N,2002,3,27
Amazing,Konami Collector's Series: Arcade Advanced,9.0,Action,Y,2002,3,26
Amazing,Freedom Force,9.3,RPG,Y,2002,3,26
Great,WRC: World Rally Championship,8.7,Racing,Y,2002,3,22
Great,Baseball Advance,8.8,Sports,Y,2002,3,20
Awful,Real Pool 2,3.0,Sports,N,2002,3,20
Bad,Ice Age,4.5,Action,N,2002,3,19
Amazing,Virtua Fighter 4,9.3,Fighting,Y,2002,3,19
Okay,Might and Magic IX,6.7,RPG,N,2002,4,12
Awful,Top Angler: Real Bass Fishing,3.9,Hunting,N,2002,4,12
Good,Cossacks: The Art of War,7.5,Strategy,N,2002,4,12
Okay,Motocross Maniacs Advance,6.0,Racing,N,2002,4,12
Great,Heroes of Might and Magic IV,8.7,Strategy,Y,2002,4,10
Okay,The Three Stooges,6.0,Action,N,2002,4,10
Okay,Carnivores: Cityscape,6.5,Shooter,N,2002,4,9
Good,Broken Sword: The Shadow of the Templars,7.5,Adventure,N,2002,4,9
Good,Bugdom,7.0,Action,N,2002,6,7
Unbearable,Muscle Car 2: American Spirit,1.5,Racing,N,2002,6,6
Good,Muppet Pinball Mayhem,7.9,Pinball,N,2002,6,6
Great,Global Operations,8.4,Shooter,N,2002,4,9
Great,The Scorpion King: Sword of Osiris,8.0,Action,N,2002,4,8
Great,The Sims: Vacation,8.0,Simulation,N,2002,4,8
Mediocre,Monster Jam: Maximum Destruction,5.5,Action,N,2002,4,5
Good,ESPN MLS Extra Time 2002,7.1,Sports,N,2002,4,5
Good,UFC: Throwdown,7.4,Fighting,N,2002,6,5
Okay,Scooby-Doo! Night of 100 Frights,6.7,Platformer,N,2002,6,5
Mediocre,Lost Kingdoms,5.9,"Card, RPG",N,2002,6,4
Good,Way of the Samurai,7.8,Action,N,2002,6,4
Great,Dungeon Siege,8.5,"Action, RPG",Y,2002,4,4
Great,Atari Anniversary Advance,8.0,Action,N,2002,4,4
Bad,Savage Skies,4.0,"Flight, Action",N,2002,4,3
Great,Baseball Mogul 2003,8.9,"Sports, Simulation",Y,2002,5,21
Great,Soldier of Fortune II: Double Helix,8.8,Shooter,Y,2002,5,20
Great,Hunter: The Reckoning,8.7,Action,Y,2002,5,17
Good,Warrior Kings,7.8,Strategy,N,2002,5,17
Good,Deus Ex: The Conspiracy,7.9,RPG,N,2002,5,1
Great,Spider-Man: The Movie,8.0,Action,N,2002,4,29
Good,Blender Bros.,7.8,Action,N,2002,4,29
Great,MotoGP: Ultimate Racing Technology,8.8,Racing,Y,2002,6,3
Great,Medal of Honor: Frontline,8.0,Shooter,N,2002,6,3
Great,Desert Strike Advance,8.0,Action,N,2002,6,3
Good,Test Drive,7.7,Racing,N,2002,6,3
Amazing,World Series Baseball [2002],9.0,Sports,Y,2002,5,31
Good,Duke Nukem: Manhattan Project,7.7,Shooter,N,2002,5,30
Amazing,2002 FIFA World Cup,9.3,Sports,Y,2002,5,30
Good,Star Wars Galactic Battlegrounds: The Clone Campaigns,7.8,Strategy,N,2002,5,16
Amazing,The Elder Scrolls III: Morrowind,9.4,RPG,Y,2002,5,15
Great,Tactics Ogre: The Knight of Lodis,8.5,Strategy,Y,2002,5,15
Okay,Star Wars: Episode II Attack of the Clones,6.5,Action,N,2002,5,15
Mediocre,Atari Revival,5.2,"Action, Compilation",N,2002,5,14
Amazing,Resident Evil [2002],9.0,"Action, Adventure",Y,2002,4,26
Great,Trainz,8.0,Simulation,N,2002,4,25
Mediocre,Wolfenstein 3-D,5.0,Shooter,N,2002,4,24
Mediocre,Britney's Dance Beat,5.0,Action,N,2002,4,23
Okay,The Operative: No One Lives Forever,6.9,Shooter,N,2002,4,23
Amazing,Aggressive Inline,9.4,Sports,Y,2002,5,29
Good,Rally Trophy,7.6,Racing,N,2002,5,29
Great,The Sum of All Fears,8.7,Shooter,Y,2002,5,28
Mediocre,Factory Mogul,5.8,Simulation,N,2002,5,13
Mediocre,Dragon Ball Z: The Legacy of Goku,5.8,"Action, RPG",N,2002,5,10
Mediocre,Virtua Striker 2002,5.1,Sports,N,2002,5,10
Okay,Virtual Kasparov,6.5,Board,N,2002,4,19
Okay,Goemon: New Age Shutsudo,6.5,Platformer,N,2002,4,18
Bad,Star X,4.5,Action,N,2002,4,18
Painful,"Monsters, Inc.",2.9,Platformer,N,2002,4,18
Mediocre,Tac Ops: Assault on Terror,5.6,Shooter,N,2002,5,7
Mediocre,Die Hard: Nakatomi Plaza,5.5,Shooter,N,2002,5,7
Amazing,Dance Dance Revolution Konamix,9.5,Music,Y,2002,5,7
Great,Arc the Lad Collection,8.8,RPG,Y,2002,5,6
Bad,Jane's Attack Squadron,4.5,"Flight, Simulation",N,2002,5,6
Okay,Alfred Hitchcock Presents: The Final Cut,6.1,Adventure,N,2002,5,2
Painful,Hooters Road Trip,2.0,Racing,N,2002,5,1
Good,RedCard 20-03,7.2,Sports,N,2002,4,16
Great,Breath of Fire II,8.3,RPG,N,2002,4,15
Good,The Italian Job,7.5,Racing,N,2002,6,18
Bad,Earthworm Jim 2,4.0,Platformer,N,2002,6,18
Bad,Operation Blockade,4.0,Shooter,N,2002,6,17
Great,Freekstyle,8.2,Sports,N,2002,6,17
Great,Mega Man Battle Network 2,8.5,RPG,N,2002,6,17
Good,Frogger Advance: The Great Quest,7.0,Platformer,N,2002,6,14
Awful,E.T. The Extra-Terrestrial,3.5,Action,N,2002,6,14
Great,MX Superfly,8.4,Racing,N,2002,6,14
Good,Outlaw Golf,7.2,"Sports, Action",N,2002,6,13
Good,F1 2002,7.6,"Racing, Simulation",N,2002,6,13
Mediocre,ZooCube,5.3,Puzzle,N,2002,6,11
Okay,Pac-Man All-Stars,6.4,Action,N,2002,6,11
